x_um,depth_um,optical_generation_cm^-3_s^-1
-105.0,25.5,3762019.2307692305
-105.0,25.7,1249706.1965811965
-105.0,25.9,14919070.512820512
-105.0,26.1,946501.0683760684
-105.0,26.3,5031250.0
-105.0,26.5,7782318.376068375
-105.0,26.7,12424946.58119658
-105.0,26.9,26994391.025641028
-105.0,27.1,9655956.196581196
-105.0,27.3,2148557.692307692
-105.0,27.5,1136939.1025641025
-105.0,27.7,1050721.1538461538
-105.0,27.9,635924.1452991453
-105.0,28.1,986885.6837606838
-105.0,28.3,561324.7863247863
-105.0,28.5,523023.50427350425
-105.0,28.7,796287.3931623931
-105.0,28.9,2859241.452991453
-105.0,29.1,943349.358974359
-105.0,29.3,3858173.076923077
-105.0,29.5,1617067.3076923075
-105.0,29.7,415731.8376068376
-105.0,31.3,17045138.888888888
-105.0,31.5,8794070.512820512
-105.0,31.7,28880876.068376068
-105.0,36.7,320219.01709401706
-105.0,36.9,22643162.393162392
-105.0,37.7,11519230.76923077
-105.0,37.9,6958066.239316239
-105.0,38.1,7736378.205128205
-105.0,38.3,18011217.948717948
-105.0,38.5,2643295.94017094
-105.0,38.7,1849492.5213675215
-105.0,38.9,7676816.239316239
-105.0,39.1,7781223.29059829
-105.0,39.3,2027377.1367521365
-105.0,39.5,2795940.170940171
-105.0,39.7,1461885.6837606838
-105.0,39.9,1276228.6324786325
-105.0,40.1,1086805.5555555555
-105.0,40.3,1203872.8632478632
-105.0,40.5,1121073.717948718
-105.0,40.7,957772.4358974358
-105.0,40.9,862019.2307692308
-105.0,41.1,1538969.0170940172
-105.0,41.3,1146875.0
-105.0,41.5,1444898.5042735043
-105.0,41.7,3211538.4615384615
-105.0,45.3,71637286.32478632
-105.0,45.5,738915.5982905983
-105.0,45.7,493242.5213675213
-105.0,45.9,624332.264957265
-105.0,46.1,1786217.9487179487
-105.0,46.3,1939236.111111111
-105.0,46.5,1259909.188034188
-105.0,46.7,2946581.1965811965
-105.0,46.9,4454861.111111111
-105.0,47.1,13789529.914529914
-105.0,47.3,10879273.504273504
-105.0,48.1,1067975.4273504275
-105.0,48.3,2473824.7863247865
-105.0,48.5,1112686.9658119658
-105.0,48.7,553659.188034188
-105.0,48.9,261789.5299145299
-105.0,49.7,20987179.487179488
-105.0,49.9,31025641.025641024
-105.0,50.1,40360576.92307692
-105.0,50.3,21139155.982905984
-105.0,50.5,11417735.042735044
-105.0,50.7,1426442.3076923075
-105.0,50.9,1045112.1794871795
-105.0,51.1,1098424.1452991453
-105.0,51.3,1182371.7948717948
-105.0,51.5,1524519.2307692308
-105.0,51.7,1826469.0170940172
-105.0,51.9,2026549.1452991453
-105.0,55.7,23022702.991452992
-105.0,114.5,314556.62393162394
-105.0,114.7,21674145.2991453
-95.0,0.1,22198824.786324784
-95.0,0.3,10118295.94017094
-95.0,0.5,7878151.70940171
-95.0,0.7,7443563.034188035
-95.0,0.9,7714155.982905984
-95.0,1.1,52969471.153846145
-95.0,1.3,9679994.658119658
-95.0,1.5,17213488.247863248
-95.0,1.7,4898771.367521367
-95.0,1.9,12261832.264957264
-95.0,2.1,12689529.914529914
-95.0,2.3,8775240.384615386
-95.0,2.5,22189850.427350424
-95.0,2.7,28446233.974358976
-95.0,2.9,53356971.15384615
-95.0,3.1,17957184.829059828
-95.0,3.3,9647836.538461538
-95.0,3.5,21438274.572649572
-95.0,3.7,19355929.487179484
-95.0,3.9,5296367.521367521
-95.0,4.1,6329417.735042735
