# Geant4 3D energy deposition grid (sparse, non-zero cells only)
# NEvents: 100000
# xy_bin_mm: 0.01  z_bin_um: 0.2
x_mm,y_mm,depth_um,edep_eV
0.0050,0.0050,3.900,1.9043e+07
-0.0050,-0.0050,6.500,3.2427e+05
-0.0350,-0.0050,21.900,4.0300e+01
0.0050,0.0050,4.100,1.6685e+07
-0.0050,0.0050,1.300,3.7711e+07
-0.0050,0.0050,1.500,3.8118e+07
-0.0050,0.0050,0.300,2.4104e+07
-0.0050,0.0050,1.700,3.8773e+07
-0.0050,0.0050,1.900,3.7994e+07
-0.0050,0.0050,2.100,3.7455e+07
-0.0050,0.0050,2.300,3.6427e+07
-0.0050,0.0050,2.500,3.5139e+07
-0.0050,0.0050,2.700,3.2918e+07
-0.0050,0.0050,2.900,3.1068e+07
0.0050,-0.0050,3.700,2.0832e+07
0.0050,-0.0050,3.900,1.8676e+07
0.0050,0.0050,3.700,2.1664e+07
0.0050,0.0050,3.500,2.4018e+07
0.0050,0.0050,3.300,2.6875e+07
0.0050,0.0050,3.100,2.9275e+07
-0.0050,-0.0050,5.500,3.1572e+06
0.0050,0.0050,2.900,3.0905e+07
-0.0050,-0.0050,5.300,4.5490e+06
0.0050,0.0050,2.700,3.3163e+07
-0.0050,-0.0050,5.100,5.6908e+06
0.0050,0.0050,2.300,3.6637e+07
-0.0050,-0.0050,4.700,9.3788e+06
0.0050,0.0050,2.500,3.4641e+07
-0.0050,-0.0050,4.900,7.4703e+06
0.0050,0.0050,4.300,1.3750e+07
0.0050,0.0050,4.500,1.1663e+07
0.0050,0.0050,4.700,9.4472e+06
0.0050,0.0150,38.100,1.6938e+03
0.0050,0.0050,4.900,7.4150e+06
0.0050,0.0150,35.300,2.6670e+01
0.0050,0.0050,2.100,3.7135e+07
-0.0050,-0.0050,4.500,1.1682e+07
0.0050,-0.0050,4.100,1.6092e+07
0.0050,-0.0050,4.300,1.3509e+07
0.0050,-0.0050,4.500,1.1784e+07
0.0050,-0.0050,4.700,9.4822e+06
0.0050,0.0250,1.700,5.0549e+03
0.0050,-0.0050,4.900,7.2039e+06
0.0050,0.0250,1.900,2.9595e+03
-0.0050,0.0050,12.500,3.5112e+03
0.0050,-0.0050,5.100,5.4625e+06
0.0250,-0.0050,23.500,4.7410e+01
0.0050,0.0050,5.100,5.7198e+06
0.0050,0.0050,5.300,4.2926e+06
0.0050,0.0050,5.500,3.0748e+06
-0.0050,0.0050,3.100,2.8824e+07
-0.0050,0.0050,3.300,2.6767e+07
-0.0050,0.0050,3.500,2.4683e+07
-0.0050,0.0050,3.700,2.1440e+07
-0.0050,0.0050,3.900,1.9267e+07
-0.0050,0.0050,4.100,1.6288e+07
-0.0050,0.0050,4.300,1.4118e+07
0.0050,0.0050,5.700,2.1850e+06
0.0050,0.0050,5.900,1.5515e+06
-0.0450,-0.1050,109.700,3.5738e+03
-0.0050,0.0050,12.700,2.8030e+03
0.0050,-0.0050,5.300,4.0621e+06
0.0050,-0.0050,5.500,2.9213e+06
0.0050,-0.0050,5.700,2.1629e+06
0.0050,-0.0050,5.900,1.3136e+06
